0.00043762	0.0024467	5.9675e-05	0.0015913	0.0043563	0.0002387	0.0027053	0.0081357	0.00051719	0.0057885	0.013049	0.0010344	0.0081755	0.018002	0.0012333	0.0092099	0.021443	0.00089513	0.010344	0.02393	0.00031827	0.00065643	0.001293	0.0025263	0.00031827	0.00055697	0.00099459	0.0023273	7.9567e-05	0.00027849	0.00061665	0.0012731	5.9675e-05	0.00051719	0.00069621	0.00083546	3.9784e-05	0.00029838	0.00039784	0.00049729	5.9675e-05	0.00039784	0.00039784	0.00041773	7.9567e-05	0.0007161	0.000736	0.00083546	1.9892e-05	7.9567e-05	0.00013924	0.00033816	0	0	0	0	0.0010145	0.0053509	0.0015913	0.010284	0.0091502	0.010523	0.013904	0.03125	0.0045751
0.00031827	0.0013526	1.9892e-05	0.00069621	0.0016709	3.9784e-05	0.00095481	0.0018499	7.9567e-05	0.0010742	0.0024666	9.9459e-05	0.0019096	0.0025064	0.00017903	0.0013725	0.0027849	0.00013924	0.0018698	0.0026456	9.9459e-05	0.00019892	0.00015913	0.00019892	9.9459e-05	7.9567e-05	7.9567e-05	7.9567e-05	3.9784e-05	0.00011935	9.9459e-05	9.9459e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027849	0.00081556	9.9459e-05	0.00081556	0.00075589	0.00031827	0.0013327	0.0017505	0.0002387
0.00017903	0.0010543	0	0.00035805	0.0012134	0	0.00037794	0.0013327	0	0.00037794	0.0016112	0	0.00049729	0.0019494	0	0.00057686	0.0021881	0	0.00075589	0.0021881	5.9675e-05	9.9459e-05	0.00011935	0.00013924	5.9675e-05	0	0	0	3.9784e-05	0.00011935	0.00015913	0.00013924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015913	0.0004774	0	0.00041773	0.00043762	0	0.00053708	0.00091502	0.00011935
0.00025859	0.001293	0	0.000736	0.0017505	0	0.00099459	0.0022478	0	0.0012731	0.0025263	0	0.0013924	0.002566	0	0.0011537	0.0023472	0	0.001094	0.0019892	0.00013924	0.00025859	0.00037794	0.00049729	0.00013924	0.00015913	0.00027849	0.00033816	1.9892e-05	5.9675e-05	9.9459e-05	0.00011935	0	0	0	0	3.9784e-05	0.00011935	0.00019892	0.00011935	0	0	0	0	0	0	0	0	1.9892e-05	5.9675e-05	9.9459e-05	0.00011935	0	0	0	0	0.00017903	0.00079567	9.9459e-05	0.0010742	0.0011736	0.00049729	0.00077578	0.0026655	0.00051719
0.00053708	0.0017107	0.00011935	0.0018499	0.0026058	0.00041773	0.0024467	0.0032623	0.00055697	0.0027451	0.0039187	0.00055697	0.0029241	0.0043961	0.00063654	0.0032225	0.0041574	0.00059675	0.0027252	0.0040778	0.00045751	0.0011338	0.0013129	0.0010145	0.00045751	0.00067632	0.00091502	0.001094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004774	0.0019494	0.00031827	0.0019295	0.0022279	0.0011736	0.0023273	0.0042171	0.00053708
0.00019892	0.0012532	0	0.00065643	0.0020886	0	0.0011139	0.0031031	0	0.001472	0.0040181	0	0.001651	0.0044757	0	0.0017903	0.0041375	0	0.0017306	0.0031628	0.00015913	0.00039784	0.00063654	0.0007161	0.00015913	0.00021881	0.00037794	0.00045751	1.9892e-05	9.9459e-05	0.00015913	0.00015913	1.9892e-05	7.9567e-05	3.9784e-05	5.9675e-05	1.9892e-05	9.9459e-05	9.9459e-05	0.00015913	3.9784e-05	0.00021881	0.00011935	0.00017903	3.9784e-05	0.00013924	0.00011935	0.00017903	0	0	0	0	0	0	0	0	0.00045751	0.0020687	0.00043762	0.0027053	0.0026257	0.0017704	0.0028445	0.0065046	0.00095481
0.00021881	0.00087524	1.9892e-05	0.00061665	0.0012731	1.9892e-05	0.0010145	0.0013924	3.9784e-05	0.00083546	0.0016112	1.9892e-05	0.0011338	0.0014123	1.9892e-05	0.00087524	0.00093491	1.9892e-05	0.00055697	0.00051719	0.00011935	0.0002387	0.00019892	0.00019892	0.00011935	0.00015913	0.0002387	0.00013924	1.9892e-05	3.9784e-05	3.9784e-05	0	1.9892e-05	1.9892e-05	3.9784e-05	1.9892e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015913	0.00053708	0	0.00049729	0.00053708	0	0.00057686	0.0011139	0.00011935
0.00017903	0.0010742	0	0.00061665	0.0014521	0	0.00075589	0.001472	0	0.0007161	0.001293	0	0.00045751	0.0014521	0	0.00079567	0.0016311	0	0.00069621	0.0015516	9.9459e-05	0.00017903	0.00019892	0.00017903	9.9459e-05	0.00019892	0.00025859	0.0002387	3.9784e-05	0.00017903	5.9675e-05	3.9784e-05	3.9784e-05	9.9459e-05	5.9675e-05	9.9459e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033816	0.001094	9.9459e-05	0.00089513	0.00091502	0.00029838	0.00083546	0.0013924	0.00015913
0.00017903	0.0007161	0	0.00043762	0.00085535	0	0.00049729	0.00079567	0	0.00037794	0.00079567	0	0.00045751	0.00063654	0	0.00027849	0.00057686	0	0.00025859	0.0004774	0.00011935	0.00021881	0.00013924	0.00013924	0.00011935	9.9459e-05	7.9567e-05	7.9567e-05	1.9892e-05	5.9675e-05	3.9784e-05	5.9675e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9892e-05	5.9675e-05	3.9784e-05	5.9675e-05	0	0	0	0	0.00011935	0.00033816	0	0.00035805	0.00019892	0	0.00043762	0.00041773	0
0.00035805	0.0015317	3.9784e-05	0.0013526	0.0026456	0.00015913	0.0021682	0.0036601	0.00019892	0.0027849	0.0045154	0.00025859	0.0034811	0.005331	0.00025859	0.0043762	0.0035805	0.00013924	0.0023671	0.0024467	0.00029838	0.00057686	0.0007161	0.00089513	0.00029838	0.00043762	0.00061665	0.00087524	9.9459e-05	0.00043762	0.00057686	0.00049729	7.9567e-05	0.00035805	0.00053708	0.00055697	1.9892e-05	3.9784e-05	5.9675e-05	7.9567e-05	1.9892e-05	3.9784e-05	9.9459e-05	9.9459e-05	0	0	0	0	1.9892e-05	9.9459e-05	7.9567e-05	0.00011935	0	0	0	0	0.00051719	0.0022478	0.00033816	0.0024467	0.002765	0.0013129	0.0029639	0.0048536	0.0009747
