22	123	3	80	219	12	136	409	26	291	656	52	411	905	62	463	1078	45	520	1203	16	33	65	127	16	28	50	117	4	14	31	64	3	26	35	42	2	15	20	25	3	20	20	21	4	36	37	42	1	4	7	17	0	0	0	0	51	269	80	517	460	529	699	1571	230	
16	68	1	35	84	2	48	93	4	54	124	5	96	126	9	69	140	7	94	133	5	10	8	10	5	4	4	4	2	6	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	41	5	41	38	16	67	88	12	
9	53	0	18	61	0	19	67	0	19	81	0	25	98	0	29	110	0	38	110	3	5	6	7	3	0	0	0	2	6	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	24	0	21	22	0	27	46	6	
13	65	0	37	88	0	50	113	0	64	127	0	70	129	0	58	118	0	55	100	7	13	19	25	7	8	14	17	1	3	5	6	0	0	0	0	2	6	10	6	0	0	0	0	0	0	0	0	1	3	5	6	0	0	0	0	9	40	5	54	59	25	39	134	26	
27	86	6	93	131	21	123	164	28	138	197	28	147	221	32	162	209	30	137	205	23	57	66	51	23	34	46	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	98	16	97	112	59	117	212	27	
10	63	0	33	105	0	56	156	0	74	202	0	83	225	0	90	208	0	87	159	8	20	32	36	8	11	19	23	1	5	8	8	1	4	2	3	1	5	5	8	2	11	6	9	2	7	6	9	0	0	0	0	0	0	0	0	23	104	22	136	132	89	143	327	48	
11	44	1	31	64	1	51	70	2	42	81	1	57	71	1	44	47	1	28	26	6	12	10	10	6	8	12	7	1	2	2	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	27	0	25	27	0	29	56	6	
9	54	0	31	73	0	38	74	0	36	65	0	23	73	0	40	82	0	35	78	5	9	10	9	5	10	13	12	2	9	3	2	2	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	55	5	45	46	15	42	70	8	
9	36	0	22	43	0	25	40	0	19	40	0	23	32	0	14	29	0	13	24	6	11	7	7	6	5	4	4	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3	0	0	0	0	6	17	0	18	10	0	22	21	0	
18	77	2	68	133	8	109	184	10	140	227	13	175	268	13	220	180	7	119	123	15	29	36	45	15	22	31	44	5	22	29	25	4	18	27	28	1	2	3	4	1	2	5	5	0	0	0	0	1	5	4	6	0	0	0	0	26	113	17	123	139	66	149	244	49	
31	93	7	133	140	26	184	186	41	213	207	39	188	207	28	160	201	24	164	134	33	67	85	91	33	76	80	89	1	4	2	2	0	0	0	0	0	0	0	0	6	24	0	0	2	10	0	0	1	3	2	2	0	0	0	0	41	128	16	157	79	32	136	183	4	
9	48	0	36	72	0	51	87	0	59	80	0	48	54	0	24	32	0	11	14	3	11	13	9	3	6	8	9	1	3	5	6	2	11	5	3	0	0	0	0	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	16	71	17	63	87	68	32	123	27	
4	28	0	5	41	0	10	48	0	14	44	0	11	44	0	11	39	0	10	33	1	1	1	2	1	0	0	0	0	0	0	0	1	4	4	4	1	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	31	4	21	46	16	16	56	20	
7	37	0	17	41	0	15	45	0	16	48	0	19	52	0	23	55	0	25	54	4	6	6	6	4	3	2	0	2	6	4	5	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	17	10	0	13	23	1	
11	39	1	35	44	5	33	50	3	37	53	3	44	54	7	38	37	0	22	13	5	9	8	8	5	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	19	6	0	32	19	0	
6	24	1	12	27	2	12	30	2	19	19	4	13	11	3	10	2	2	1	0	0	0	0	0	0	0	0	0	1	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	1	20	12	4	7	28	0	
6	27	0	10	27	0	6	23	0	4	19	0	4	19	0	7	23	0	11	28	4	6	3	3	4	1	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	5	5	0	3	7	1	
11	40	1	26	47	0	24	63	0	45	84	0	60	69	0	32	41	0	16	8	9	13	16	34	9	10	10	19	0	0	0	0	0	0	0	0	1	3	2	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	23	0	34	18	0	62	45	5	
5	24	0	11	26	0	9	22	0	11	15	0	8	11	0	4	9	0	3	5	3	5	2	2	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	0	9	11	0	4	15	2	
16	42	3	47	59	10	58	60	12	37	53	6	24	41	4	13	24	2	4	11	14	24	25	14	14	6	7	4	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	8	0	5	7	0	4	10	1	
5	25	0	17	27	0	17	17	0	6	11	0	3	4	0	1	0	0	0	0	2	4	2	2	2	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	3	8	9	4	8	4	0	
9	29	2	24	33	5	26	31	6	15	25	3	9	22	1	6	18	0	6	10	3	9	10	3	3	2	2	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	9	3	0	7	2	1	
2	20	0	6	24	0	9	16	0	4	10	0	2	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	34	10	14	25	17	7	20	3	
5	29	0	16	38	0	19	35	0	11	13	0	1	4	0	0	0	0	0	0	3	4	5	0	3	3	4	4	1	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	29	6	19	31	19	4	20	13	
1	21	0	5	28	0	6	25	0	0	16	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	21	3	15	16	7	7	22	3	
1	15	0	3	18	0	4	16	0	3	9	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	2	7	14	7	2	13	5	
8	19	1	14	19	2	16	19	2	16	14	3	13	6	3	4	1	1	0	0	2	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	20	0	13	15	0	6	13	0	7	15	0	12	14	0	11	8	0	4	2	3	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	19	0	2	23	0	2	22	0	2	22	0	4	20	0	4	16	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	1	10	11	4	12	12	2	
6	16	1	8	15	1	7	17	1	12	15	2	7	10	1	2	8	0	2	6	2	3	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	44	0	28	67	0	38	58	0	18	27	0	7	15	0	4	4	0	0	1	4	7	10	4	4	7	10	5	3	16	7	1	3	13	1	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	80	27	36	54	36	8	17	7	
1	15	0	3	14	0	3	15	0	4	10	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	7	4	0	4	8	1	
8	25	0	14	20	0	14	21	0	21	20	0	19	0	0	0	0	0	0	0	7	3	5	4	7	4	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	18	1	0	23	4	0	
4	22	0	9	25	0	11	18	0	3	7	0	1	4	0	0	0	0	0	0	2	5	7	1	2	1	1	1	2	6	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	2	10	9	4	3	9	0	
8	27	0	21	31	0	21	30	0	17	20	0	7	12	0	4	2	0	0	0	7	10	9	5	7	6	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	8	5	0	3	9	1	
8	23	1	16	29	2	24	27	3	17	28	2	17	23	2	12	14	2	12	0	4	6	5	4	4	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	8	0	4	8	0	4	8	0	
3	30	0	15	33	0	12	19	0	4	5	0	0	0	0	0	0	0	0	0	1	1	0	0	1	4	3	2	1	4	3	2	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	52	12	14	28	15	0	10	2	
4	19	0	9	16	0	6	16	0	8	16	0	11	11	0	7	4	0	1	0	1	1	1	2	1	1	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	2	0	1	4	0	
3	15	0	4	18	0	11	11	0	5	6	0	3	3	0	2	0	0	0	0	1	0	0	0	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	4	8	15	12	3	12	0	
6	14	1	14	11	2	11	7	2	5	5	1	4	3	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	20	0	6	24	0	14	18	0	8	0	0	0	0	0	0	0	0	0	0	2	2	6	0	2	2	4	4	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	22	2	12	14	4	0	0	6	
2	22	0	4	22	0	3	21	0	5	17	0	1	3	0	0	0	0	0	0	1	2	3	5	1	1	0	0	2	8	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	1	12	6	1	11	8	0	
9	18	1	13	15	2	12	17	2	17	14	3	10	6	1	2	1	0	0	0	5	2	5	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	26	0	20	28	0	12	20	0	6	8	0	1	1	0	0	0	0	0	0	2	6	2	0	2	4	1	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	4	8	0	1	4	1	
4	24	0	17	24	0	12	9	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	4	1	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	1	6	0	0	1	0	
0	15	0	0	20	0	0	18	0	0	10	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	16	3	9	15	7	3	12	4	
6	20	0	13	21	0	13	16	0	6	8	0	1	3	0	0	0	0	0	0	5	7	4	1	5	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	2	0	2	1	0	
3	15	0	7	14	0	3	10	0	2	4	0	0	0	0	0	0	0	0	0	2	3	1	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	3	5	2	1	3	2	
4	12	0	5	11	0	6	10	0	6	7	0	3	4	0	1	1	0	0	0	2	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	13	1	8	15	0	11	11	0	5	4	0	2	0	0	0	0	0	0	0	2	4	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	13	0	6	13	0	7	11	0	5	8	0	3	4	0	2	0	0	0	0	2	2	3	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	2	1	0	
8	27	1	22	28	3	14	18	0	6	7	0	0	2	0	0	0	0	0	0	6	10	4	0	6	4	2	1	1	2	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	4	3	0	2	0	0	
6	10	1	8	13	2	18	4	4	2	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	24	1	25	20	4	11	2	0	1	0	0	0	0	0	0	0	0	0	0	5	7	0	0	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	2	0	0	0	0	
1	11	0	1	12	0	2	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	2	8	12	8	0	0	8	
4	15	0	4	13	0	4	12	0	2	9	0	0	6	0	0	3	0	0	0	4	4	4	2	4	2	2	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	2	2	0	1	0	0	0	0	0	
1	14	0	2	13	0	2	15	0	4	13	0	2	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	9	2	0	6	6	0	
1	8	0	1	8	0	2	5	0	1	4	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	2	0	1	2	0	
11	26	2	28	26	6	18	12	3	8	0	0	0	0	0	0	0	0	0	0	7	13	2	0	7	4	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	
0	8	0	0	6	0	0	5	0	0	4	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	
2	16	0	6	13	0	6	8	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	7	0	0	2	0	0	
4	13	0	10	8	0	8	4	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	
6	21	0	18	14	0	6	7	0	2	2	0	0	0	0	0	0	0	0	0	5	4	1	0	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	2	1	0	1	0	0	
2	9	0	5	6	0	2	5	0	2	4	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	13	0	4	10	0	4	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	4	4	4	4	0	0	0	
1	13	0	2	14	0	2	9	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	1	10	0	0	2	3	
1	19	0	4	19	0	3	6	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	18	3	1	4	1	0	0	0	
2	9	0	1	7	0	1	6	0	1	6	0	2	4	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	
9	13	2	9	12	2	10	10	2	6	4	0	2	0	0	0	0	0	0	0	5	4	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	6	0	0	5	0	0	4	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	11	0	5	10	0	4	7	0	2	4	0	1	0	0	0	0	0	0	0	3	3	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	8	0	1	8	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	2	4	2	0	0	0	
2	8	0	2	5	0	2	4	0	2	3	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	
9	20	2	16	14	4	4	7	0	1	0	0	0	0	0	0	0	0	0	0	7	6	2	0	7	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	
3	7	0	2	6	0	2	6	0	4	4	0	2	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	18	2	20	10	2	9	0	1	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	7	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	
8	13	2	7	8	1	3	5	1	0	0	0	0	0	0	0	0	0	0	0	6	4	4	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	
0	6	0	0	5	0	0	4	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	15	3	10	13	1	7	7	1	2	0	0	0	0	0	0	0	0	0	0	9	9	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	18	4	15	9	1	4	2	0	0	1	0	0	0	0	0	0	0	0	0	12	5	0	0	12	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	
3	8	0	3	7	0	4	6	0	3	2	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	7	0	3	5	0	2	5	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
